Year,Zip Code,County,Total Beneficiaries,Dual Eligible Beneficiaries,Non Dual Beneficiaries,Child Beneficiaries,Adult Beneficiaries,Dual Beneficiaries Admitted,Total Dual Admissions,Non Dual Beneficiaries Admitted,Total Non Dual Admissions,Total Beneficiaries Admitted,Total Admissions,Dual Beneficiaries ER ,Dual Beneficiaries ER Visits,Non Dual Beneficiaries ER,Non Dual Beneficiaries ER Visits,Total Beneficiaries ER,Total ER Visits
2013,13633,St Lawrence,48,13,35,11,37,1,1,2,5,3,6,1,5,14,33,15,38
2013,13634,Jefferson,881,130,751,322,559,17,25,59,69,76,94,17,27,181,322,198,349
2013,13635,St Lawrence,356,64,292,123,233,6,9,32,33,38,42,15,30,104,201,119,231
2013,13636,Jefferson,62,8,54,19,43,1,2,5,7,6,9,2,4,12,26,14,30
2013,13637,Jefferson,530,76,454,213,317,6,6,55,69,61,75,10,34,90,254,100,288
2013,13638,Jefferson,117,19,98,45,72,3,3,8,9,11,12,1,1,34,81,35,82
2013,13639,St Lawrence,102,16,86,36,66,3,4,13,28,16,32,7,15,38,110,45,125
2013,13640,Jefferson,36,9,27,4,32,1,1,1,1,2,2,1,4,10,20,11,24
2013,13641,Jefferson,14,3,11,4,10,1,1,0,0,1,1,1,1,3,7,4,8
2013,13642,St Lawrence,3144,544,2600,1005,2139,60,86,249,332,309,418,154,356,1117,2803,1271,3159
2013,13643,Jefferson,65,13,52,18,47,1,3,6,12,7,15,1,17,22,73,23,90
2013,13645,St Lawrence,35,6,29,9,26,0,0,4,5,4,5,1,1,17,56,18,57
2013,13646,St Lawrence,640,125,515,199,441,21,24,48,71,69,95,27,66,201,414,228,480
2013,13647,St Lawrence,41,14,27,7,34,0,0,3,3,3,3,4,6,8,15,12,21
2013,13648,St Lawrence,514,113,401,174,340,15,21,38,65,53,86,14,17,140,256,154,273
2013,13649,St Lawrence,23,3,20,8,15,0,0,2,2,2,2,0,0,5,8,5,8
2013,13650,Jefferson,302,58,244,107,195,4,6,22,33,26,39,3,3,52,83,55,86
2013,13651,Jefferson,20,4,16,8,12,0,0,0,0,0,0,0,0,9,20,9,20
2013,13652,St Lawrence,692,124,568,262,430,9,12,55,68,64,80,19,42,215,446,234,488
2013,13654,St Lawrence,466,94,372,152,314,6,7,26,53,32,60,13,20,124,253,137,273
2013,13655,Franklin,1195,115,1080,478,717,21,31,110,137,131,168,34,76,285,545,319,621
2013,13656,Jefferson,781,102,679,301,480,15,18,47,52,62,70,20,53,238,444,258,497
2013,13657,Jefferson,4,1,3,2,2,0,0,0,0,0,0,0,0,1,3,1,3
2013,13658,St Lawrence,566,110,456,195,371,15,18,26,39,41,57,29,50,174,359,203,409
2013,13659,Jefferson,171,30,141,62,109,5,6,12,13,17,19,7,19,31,58,38,77
2013,13660,St Lawrence,544,74,470,213,331,11,12,62,82,73,94,15,32,174,348,189,380
2013,13661,Jefferson,343,55,288,117,226,2,3,13,17,15,20,8,10,45,84,53,94
2013,13662,St Lawrence,4878,885,3993,1680,3198,135,188,478,706,613,894,244,614,1673,3867,1917,4481
2013,13664,St Lawrence,132,24,108,45,87,0,0,11,23,11,23,6,7,32,80,38,87
2013,13665,Lewis,284,33,251,124,160,5,5,19,28,24,33,7,9,97,235,104,244
2013,13666,St Lawrence,145,9,136,57,88,2,2,16,17,18,19,3,3,74,173,77,176
2013,13667,St Lawrence,1088,172,916,415,673,33,46,92,132,125,178,50,110,381,818,431,928
2013,13668,St Lawrence,768,118,650,282,486,8,13,80,118,88,131,20,38,271,669,291,707
2013,13669,St Lawrence,4872,959,3913,1460,3412,149,196,419,660,568,856,231,457,1629,4094,1860,4551
2013,13670,St Lawrence,151,23,128,46,105,3,3,12,19,15,22,4,16,42,71,46,87
2013,13671,Jefferson,11,3,8,3,8,0,0,1,1,1,1,1,2,2,8,3,10
2013,13672,St Lawrence,162,40,122,49,113,6,10,16,20,22,30,13,19,44,99,57,118
2013,13673,Jefferson,509,86,423,182,327,15,22,38,45,53,67,11,18,115,209,126,227
2013,13674,Jefferson,35,8,27,8,27,1,1,1,1,2,2,1,1,6,12,7,13
2013,13675,Jefferson,43,5,38,13,30,0,0,4,4,4,4,1,1,12,15,13,16
2013,13676,St Lawrence,2250,413,1837,734,1516,49,67,205,321,254,388,87,183,764,1808,851,1991
2013,13677,St Lawrence,25,6,19,7,18,0,0,0,0,0,0,2,4,7,14,9,18
2013,13678,St Lawrence,118,15,103,47,71,3,4,9,16,12,20,3,6,45,87,48,93
2013,13679,Jefferson,459,71,388,177,282,4,4,29,31,33,35,16,38,131,294,147,332
2013,13680,St Lawrence,290,37,253,109,181,5,5,12,12,17,17,2,3,83,139,85,142
2013,13681,St Lawrence,342,41,301,146,196,7,9,27,31,34,40,8,11,111,205,119,216
2013,13682,Jefferson,168,34,134,63,105,7,10,12,16,19,26,6,12,40,81,46,93
2013,13683,St Lawrence,73,12,61,27,46,1,1,7,12,8,13,2,2,20,41,22,43
2013,13684,St Lawrence,327,67,260,120,207,13,16,30,37,43,53,13,23,75,153,88,176
2013,13685,Jefferson,278,57,221,91,187,7,10,10,10,17,20,6,13,52,105,58,118
2013,13687,St Lawrence,89,22,67,23,66,2,2,8,8,10,10,5,6,24,48,29,54
2013,13690,St Lawrence,266,71,195,76,190,7,8,22,36,29,44,17,33,80,170,97,203
2013,13691,Jefferson,808,109,699,280,528,17,19,68,91,85,110,24,60,267,559,291,619
2013,13692,Jefferson,6,1,5,2,4,0,0,1,1,1,1,0,0,2,3,2,3
2013,13693,Jefferson,110,11,99,45,65,0,0,15,17,15,17,1,1,31,57,32,58
2013,13694,St Lawrence,340,89,251,95,245,9,13,20,39,29,52,14,18,86,172,100,190
2013,13695,St Lawrence,2,0,2,0,2,0,0,0,0,0,0,0,0,1,2,1,2
2013,13696,St Lawrence,66,8,58,22,44,2,2,2,5,4,7,1,4,31,87,32,91
2013,13697,St Lawrence,593,91,502,216,377,16,20,64,103,80,123,17,39,193,442,210,481
2013,13699,St Lawrence,7,3,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0
2013,13730,Chenango,767,143,624,240,527,15,21,53,73,68,94,22,44,202,421,224,465
2013,13731,Delaware,203,32,171,75,128,4,4,12,16,16,20,4,6,52,98,56,104
2013,13732,Tioga,1056,157,899,422,634,25,34,67,75,92,109,25,42,147,247,172,289
2013,13733,Chenango,1168,232,936,376,792,22,32,84,114,106,146,53,88,312,598,365,686
2013,13734,Tioga,533,64,469,202,331,7,8,44,51,51,59,2,3,99,194,101,197
2013,13736,Tioga,533,78,455,228,305,9,12,38,46,47,58,13,24,73,126,86,150
2013,13737,Broome,37,2,35,13,24,0,0,3,3,3,3,1,1,10,25,11,26
2013,13738,Cortland,58,11,47,16,42,1,1,2,2,3,3,5,16,13,23,18,39
2013,13739,Delaware,181,33,148,55,126,3,3,17,20,20,23,3,4,46,93,49,97
2013,13740,Delaware,109,13,96,40,69,0,0,5,6,5,6,1,1,36,69,37,70
2013,13743,Tioga,858,134,724,340,518,8,15,57,63,65,78,7,11,139,206,146,217
2013,13744,Broome,223,26,197,91,132,5,5,17,17,22,22,7,10,40,63,47,73
2013,13745,Broome,42,13,29,11,31,0,0,1,1,1,1,0,0,8,20,8,20
2013,13746,Broome,590,106,484,209,381,11,15,30,38,41,53,25,53,109,199,134,252
2013,13747,Otsego,20,4,16,2,18,1,3,2,5,3,8,1,8,7,17,8,25
2013,13748,Broome,853,160,693,298,555,14,16,44,55,58,71,21,38,161,299,182,337
2013,13749,Broome,9,2,7,3,6,0,0,1,3,1,3,0,0,4,7,4,7
2013,13750,Delaware,309,45,264,120,189,5,5,18,26,23,31,6,18,83,165,89,183
2013,13751,Delaware,72,13,59,23,49,0,0,4,8,4,8,1,1,14,34,15,35
2013,13752,Delaware,124,27,97,40,84,2,2,9,23,11,25,3,3,26,62,29,65
2013,13753,Delaware,906,190,716,251,655,28,31,72,110,100,141,34,48,304,695,338,743
2013,13754,Broome,942,163,779,357,585,23,30,48,77,71,107,24,49,154,252,178,301
2013,13755,Delaware,278,46,232,99,179,9,14,13,14,22,28,12,18,81,132,93,150
2013,13756,Delaware,124,30,94,44,80,4,4,5,9,9,13,4,6,28,40,32,46
2013,13757,Delaware,186,28,158,63,123,5,5,16,26,21,31,3,9,34,68,37,77
2013,13758,Chenango,12,6,6,1,11,0,0,0,0,0,0,3,5,0,0,3,5
2013,13760,Broome,10000,1608,8392,3535,6465,207,264,762,997,969,1261,303,593,2002,3848,2305,4441
2013,13761,Broome,77,20,57,18,59,4,7,7,16,11,23,2,3,17,46,19,49
2013,13762,Broome,5,4,1,1,4,0,0,0,0,0,0,1,1,0,0,1,1
2013,13763,Broome,21,4,17,8,13,1,1,1,3,2,4,1,2,5,10,6,12
2013,13774,Delaware,55,12,43,15,40,1,1,2,3,3,4,1,1,8,9,9,10
2013,13775,Delaware,273,54,219,88,185,8,9,15,18,23,27,10,30,42,77,52,107
2013,13776,Otsego,122,17,105,44,78,2,2,8,11,10,13,2,7,23,34,25,41
2013,13777,Broome,296,48,248,113,183,6,7,20,22,26,29,8,9,59,109,67,118
2013,13778,Chenango,1195,230,965,428,767,21,26,80,98,101,124,27,52,175,307,202,359
2013,13780,Chenango,187,36,151,61,126,4,4,14,22,18,26,9,16,45,87,54,103
2013,13782,Delaware,171,31,140,63,108,4,6,12,14,16,20,3,4,50,90,53,94
2013,13783,Delaware,658,122,536,228,430,15,15,30,38,45,53,15,24,128,203,143,227
2013,13784,Cortland,78,12,66,28,50,2,2,5,9,7,11,0,0,9,11,9,11
2013,13786,Delaware,77,11,66,22,55,3,4,7,7,10,11,2,3,17,27,19,30
2013,13787,Broome,1114,159,955,453,661,17,26,70,110,87,136,28,54,232,402,260,456
2013,13788,Delaware,288,56,232,100,188,6,6,23,30,29,36,8,14,74,157,82,171
2013,13790,Broome,5908,933,4975,2194,3714,120,145,453,562,573,707,198,523,1643,3681,1841,4204
2013,13794,Broome,19,4,15,3,16,0,0,3,6,3,6,0,0,5,10,5,10
2013,13795,Broome,977,149,828,368,609,22,29,67,78,89,107,27,48,205,368,232,416
2013,13796,Otsego,314,45,269,114,200,6,8,21,30,27,38,7,15,61,97,68,112
2013,13797,Broome,629,80,549,261,368,8,11,46,59,54,70,16,42,136,243,152,285
2013,13801,Chenango,423,71,352,150,273,4,4,27,39,31,43,12,19,79,139,91,158
2013,13802,Broome,150,22,128,47,103,4,5,10,13,14,18,3,6,29,55,32,61
2013,13803,Cortland,1037,173,864,384,653,23,31,56,75,79,106,27,54,197,342,224,396
2013,13804,Delaware,88,16,72,30,58,0,0,2,2,2,2,2,2,17,36,19,38
2013,13806,Delaware,49,11,38,10,39,3,3,1,1,4,4,0,0,11,19,11,19
2013,13807,Otsego,224,42,182,65,159,7,8,15,17,22,25,7,21,58,85,65,106
2013,13808,Otsego,420,77,343,139,281,10,12,27,29,37,41,14,25,85,129,99,154
2013,13809,Chenango,423,61,362,139,284,8,8,32,40,40,48,8,17,127,275,135,292
2013,13810,Otsego,213,49,164,53,160,4,7,16,20,20,27,3,4,34,62,37,66
2013,13811,Tioga,966,139,827,394,572,13,14,61,80,74,94,15,22,165,311,180,333
2013,13812,Tioga,544,80,464,216,328,10,12,37,47,47,59,3,4,90,149,93,153
2013,13813,Broome,261,44,217,107,154,4,5,20,25,24,30,6,12,53,123,59,135
2013,13814,Chenango,48,15,33,13,35,1,1,3,3,4,4,1,1,11,18,12,19
2013,13815,Chenango,4316,963,3353,1409,2907,123,167,256,342,379,509,216,504,1223,2883,1439,3387
2013,13820,Otsego,3960,928,3032,1130,2830,120,164,286,394,406,558,216,546,917,1852,1133,2398
2013,13825,Otsego,708,135,573,233,475,16,18,66,82,82,100,32,97,144,274,176,371
2013,13826,Broome,34,4,30,11,23,0,0,3,3,3,3,1,1,5,11,6,12
2013,13827,Tioga,2856,490,2366,1023,1833,71,100,202,258,273,358,56,101,435,722,491,823
2013,13830,Chenango,1294,321,973,423,871,37,45,76,95,113,140,42,90,298,684,340,774
2013,13832,Chenango,246,36,210,88,158,3,3,15,18,18,21,7,20,74,148,81,168
2013,13833,Broome,1057,174,883,374,683,20,27,70,84,90,111,27,46,212,364,239,410
2013,13834,Otsego,65,11,54,23,42,0,0,5,5,5,5,1,1,16,30,17,31
2013,13835,Tioga,433,64,369,165,268,8,11,38,44,46,55,13,37,79,133,92,170
2013,13837,Delaware,5,1,4,4,1,0,0,0,0,0,0,1,3,1,1,2,4
2013,13838,Delaware,1391,244,1147,508,883,32,54,94,129,126,183,67,183,461,1134,528,1317
2013,13839,Delaware,312,63,249,96,216,11,17,30,43,41,60,14,35,97,206,111,241
2013,13840,Tioga,8,2,6,2,6,1,1,2,2,3,3,0,0,0,0,0,0
2013,13841,Chenango,147,35,112,49,98,8,10,15,18,23,28,6,10,29,78,35,88
2013,13842,Delaware,190,18,172,34,156,4,5,26,35,30,40,4,7,60,140,64,147
2013,13843,Chenango,433,71,362,165,268,8,11,24,28,32,39,6,8,118,263,124,271
2013,13844,Chenango,233,42,191,80,153,5,5,9,14,14,19,8,12,76,164,84,176
2013,13845,Tioga,21,6,15,6,15,0,0,0,0,0,0,1,1,2,8,3,9
2013,13846,Delaware,81,14,67,33,48,1,1,7,8,8,9,3,16,18,31,21,47
2013,13847,Delaware,26,4,22,7,19,0,0,0,0,0,0,1,1,6,12,7,13
2013,13848,Broome,8,1,7,4,4,0,0,0,0,0,0,0,0,2,2,2,2
2013,13849,Otsego,1033,181,852,350,683,17,18,62,84,79,102,35,60,252,506,287,566
2013,13850,Broome,2562,483,2079,844,1718,65,82,169,218,234,300,61,129,351,621,412,750
2013,13851,Broome,24,6,18,3,21,0,0,3,7,3,7,2,5,4,11,6,16
2013,13856,Delaware,1885,378,1507,627,1258,54,69,152,208,206,277,93,198,600,1337,693,1535
2013,13859,Otsego,25,5,20,12,13,1,1,2,7,3,8,0,0,8,13,8,13
2013,13860,Delaware,30,9,21,8,22,1,2,1,1,2,3,1,1,6,11,7,12
2013,13861,Otsego,103,20,83,32,71,0,0,9,9,9,9,3,9,15,25,18,34
2013,13862,Broome,1132,200,932,442,690,20,23,92,108,112,131,25,44,199,337,224,381
2013,13863,Cortland,157,20,137,65,92,1,1,6,8,7,9,2,3,26,55,28,58
2013,13864,Tioga,261,37,224,109,152,4,4,18,19,22,23,1,1,41,84,42,85
2013,13865,Broome,1428,232,1196,553,875,23,29,105,140,128,169,29,40,272,505,301,545
2013,13901,Broome,6699,1223,5476,2275,4424,159,237,576,773,735,1010,282,667,1722,3757,2004,4424
2013,13902,Broome,696,172,524,86,610,17,18,43,85,60,103,38,85,137,299,175,384
2013,13903,Broome,5583,836,4747,2069,3514,91,115,473,582,564,697,176,433,1591,3033,1767,3466
2013,13904,Broome,2947,452,2495,986,1961,55,75,253,313,308,388,83,184,683,1281,766,1465
2013,13905,Broome,9218,1663,7555,2902,6316,260,353,766,1119,1026,1472,429,1280,2557,5755,2986,7035
2013,14001,Erie,1230,305,925,416,814,18,21,87,107,105,128,27,47,202,324,229,371
2013,14004,Erie,1495,248,1247,496,999,30,36,88,130,118,166,24,40,238,499,262,539
2013,14005,Genesee,259,35,224,90,169,8,8,26,37,34,45,8,9,69,135,77,144
2013,14006,Erie,1905,387,1518,667,1238,39,47,153,204,192,251,54,92,416,728,470,820
2013,14008,Niagara,296,32,264,110,186,4,5,34,43,38,48,6,9,66,113,72,122
2013,14009,Wyoming,1081,186,895,427,654,17,21,65,84,82,105,20,31,193,290,213,321
2013,14010,Erie,3,2,1,0,3,0,0,0,0,0,0,0,0,1,1,1,1
2013,14011,Wyoming,1650,201,1449,334,1316,16,20,83,111,99,131,24,36,223,428,247,464
2013,14012,Niagara,531,65,466,229,302,14,19,45,57,59,76,16,31,108,153,124,184
2013,14013,Genesee,370,50,320,168,202,17,28,40,46,57,74,9,36,87,141,96,177
2013,14020,Genesee,5655,1136,4519,1930,3725,144,187,461,676,605,863,189,407,1714,3945,1903,4352
2013,14021,Genesee,78,21,57,19,59,3,3,8,9,11,12,3,5,19,36,22,41
2013,14024,Wyoming,299,51,248,102,197,2,3,18,21,20,24,5,7,78,138,83,145
2013,14025,Erie,302,44,258,119,183,4,4,13,16,17,20,2,3,56,78,58,81
2013,14026,Erie,92,16,76,34,58,1,1,11,13,12,14,2,4,17,39,19,43
2013,14027,Erie,79,16,63,24,55,3,3,1,1,4,4,6,11,16,25,22,36
2013,14028,Niagara,185,21,164,69,116,5,6,14,19,19,25,0,0,40,71,40,71
2013,14029,Allegany,33,6,27,11,22,0,0,6,6,6,6,0,0,8,13,8,13
2013,14030,Erie,296,51,245,102,194,5,7,25,33,30,40,8,24,58,98,66,122
2013,14031,Erie,846,317,529,208,638,25,25,50,54,75,79,28,51,125,231,153,282
2013,14032,Erie,481,79,402,195,286,5,12,28,42,33,54,6,14,72,123,78,137
2013,14033,Erie,221,43,178,78,143,4,6,20,31,24,37,4,5,54,160,58,165
2013,14034,Erie,688,120,568,143,545,10,13,38,68,48,81,11,12,107,250,118,262
2013,14035,Erie,35,5,30,10,25,1,1,1,1,2,2,1,1,11,22,12,23
2013,14036,Genesee,622,124,498,193,429,12,17,49,66,61,83,16,32,136,244,152,276
2013,14037,Wyoming,133,29,104,42,91,1,2,2,9,3,11,3,16,29,43,32,59
2013,14038,Erie,2,0,2,1,1,0,0,0,0,0,0,0,0,1,1,1,1
2013,14039,Wyoming,21,10,11,3,18,0,0,0,0,0,0,1,2,3,3,4,5
2013,14040,Genesee,276,49,227,101,175,3,3,22,27,25,30,1,1,54,102,55,103
2013,14041,Cattaraugus,103,15,88,49,54,1,1,11,14,12,15,1,2,36,96,37,98
2013,14042,Cattaraugus,1197,221,976,432,765,22,30,84,113,106,143,49,94,272,528,321,622
2013,14043,Erie,3574,791,2783,1152,2422,68,91,251,362,319,453,101,177,781,1534,882,1711
2013,14047,Erie,969,256,713,287,682,32,41,56,81,88,122,37,80,172,333,209,413
2013,14048,Chautauqua,6241,1035,5206,2247,3994,122,152,522,730,644,882,72,116,2190,5080,2262,5196
2013,14051,Erie,1058,245,813,319,739,26,29,45,58,71,87,19,27,142,234,161,261
2013,14052,Erie,1357,371,986,396,961,50,63,83,112,133,175,39,73,244,451,283,524
2013,14054,Genesee,213,31,182,93,120,2,3,18,21,20,24,4,10,49,102,53,112
2013,14055,Erie,181,50,131,58,123,5,5,15,23,20,28,6,7,34,56,40,63
2013,14056,Genesee,46,11,35,14,32,1,1,1,1,2,2,1,2,10,29,11,31
2013,14057,Erie,891,187,704,285,606,19,23,85,124,104,147,28,46,167,338,195,384
2013,14058,Genesee,319,52,267,135,184,7,8,19,19,26,27,7,18,73,140,80,158
2013,14059,Erie,730,198,532,212,518,9,13,35,50,44,63,26,47,108,180,134,227
2013,14060,Cattaraugus,103,22,81,33,70,1,2,11,15,12,17,1,3,25,52,26,55
2013,14061,Erie,65,15,50,24,41,3,3,5,5,8,8,3,4,11,22,14,26
2013,14062,Chautauqua,649,144,505,208,441,21,30,46,62,67,92,8,34,181,307,189,341
2013,14063,Chautauqua,2037,409,1628,698,1339,39,53,119,162,158,215,35,52,534,1064,569,1116
2013,14065,Cattaraugus,369,59,310,160,209,4,4,35,37,39,41,6,9,86,121,92,130
2013,14066,Wyoming,164,25,139,57,107,3,6,17,21,20,27,1,1,34,55,35,56
2013,14067,Niagara,823,170,653,291,532,27,36,63,85,90,121,33,66,128,207,161,273
2013,14068,Erie,972,347,625,260,712,46,59,39,47,85,106,51,84,140,239,191,323
2013,14069,Erie,75,8,67,22,53,1,1,6,6,7,7,1,1,13,21,14,22
2013,14070,Cattaraugus,1603,322,1281,407,1196,55,82,129,187,184,269,55,105,376,806,431,911
2013,14072,Erie,1936,393,1543,657,1279,46,57,118,145,164,202,44,76,311,519,355,595
2013,14075,Erie,4762,1270,3492,1450,3312,115,145,342,460,457,605,155,303,949,1853,1104,2156
2013,14080,Erie,543,91,452,219,324,8,10,35,44,43,54,9,19,133,221,142,240
2013,14081,Erie,816,137,679,291,525,30,39,78,106,108,145,22,57,189,362,211,419
2013,14082,Wyoming,60,11,49,24,36,1,1,5,8,6,9,2,2,8,14,10,16
2013,14083,Wyoming,28,3,25,9,19,1,1,3,3,4,4,0,0,4,5,4,5
2013,14085,Erie,528,78,450,197,331,4,6,23,25,27,31,8,11,107,185,115,196
2013,14086,Erie,2767,671,2096,832,1935,56,60,158,219,214,279,68,148,447,802,515,950
2013,14091,Erie,318,45,273,131,187,7,7,26,33,33,40,8,15,78,127,86,142
2013,14092,Niagara,1193,433,760,299,894,48,57,63,80,111,137,51,80,157,271,208,351
2013,14094,Niagara,11385,1750,9635,4055,7330,330,445,1098,1536,1428,1981,338,626,2835,5000,3173,5626
2013,14095,Niagara,283,80,203,44,239,22,34,34,64,56,98,32,115,60,176,92,291
2013,14098,Orleans,615,105,510,219,396,16,18,34,42,50,60,10,28,129,194,139,222
2013,14101,Cattaraugus,555,106,449,211,344,25,28,32,41,57,69,18,46,113,182,131,228
2013,14102,Erie,108,14,94,38,70,1,1,0,0,1,1,2,2,19,55,21,57
2013,14103,Orleans,3228,589,2639,1128,2100,104,140,241,304,345,444,108,221,788,1576,896,1797
2013,14105,Niagara,784,120,664,277,507,16,19,66,81,82,100,17,25,151,324,168,349
2013,14107,Niagara,3,1,2,1,2,0,0,1,2,1,2,0,0,1,22,1,22
2013,14108,Niagara,1039,281,758,316,723,61,84,66,98,127,182,36,59,215,382,251,441
2013,14109,Niagara,4,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2013,14110,Erie,6,3,3,1,5,0,0,0,0,0,0,1,1,2,5,3,6
2013,14111,Erie,565,78,487,237,328,11,16,39,48,50,64,11,33,104,183,115,216
2013,14112,Erie,16,3,13,3,13,0,0,4,4,4,4,1,1,7,15,8,16
2013,14113,Wyoming,101,18,83,39,62,2,2,5,5,7,7,1,1,20,28,21,29
2013,14120,Niagara,7078,1324,5754,2383,4695,169,226,553,733,722,959,212,528,1514,2828,1726,3356
2013,14125,Genesee,728,99,629,281,447,15,17,48,66,63,83,17,26,175,337,192,363
2013,14126,Niagara,199,27,172,80,119,7,11,15,20,22,31,3,7,59,114,62,121
2013,14127,Erie,1978,475,1503,632,1346,42,46,119,157,161,203,55,94,373,661,428,755
2013,14129,Cattaraugus,277,45,232,116,161,6,6,11,16,17,22,8,19,77,150,85,169
2013,14130,Wyoming,83,11,72,27,56,2,2,6,6,8,8,1,2,20,42,21,44
2013,14131,Niagara,921,176,745,297,624,47,67,76,120,123,187,59,125,187,379,246,504
2013,14132,Niagara,843,112,731,273,570,16,21,94,167,110,188,11,16,206,393,217,409
2013,14133,Cattaraugus,38,10,28,14,24,1,1,1,2,2,3,1,1,6,7,7,8
2013,14134,Erie,71,32,39,17,54,4,4,1,1,5,5,3,5,7,12,10,17
2013,14135,Chautauqua,63,17,46,22,41,2,3,7,12,9,15,2,6,12,25,14,31
2013,14136,Chautauqua,1209,179,1030,442,767,15,17,105,146,120,163,34,73,348,665,382,738
2013,14138,Cattaraugus,446,59,387,184,262,8,9,38,48,46,57,4,8,132,248,136,256
2013,14139,Erie,257,45,212,88,169,1,1,13,17,14,18,4,8,44,92,48,100
2013,14140,Erie,19,4,15,6,13,0,0,5,5,5,5,1,5,4,8,5,13
2013,14141,Erie,1392,309,1083,477,915,37,49,102,131,139,180,42,65,294,507,336,572
2013,14143,Genesee,202,41,161,68,134,5,6,17,17,22,23,4,18,47,97,51,115
2013,14144,Niagara,33,33,0,0,33,3,3,0,0,3,3,0,0,0,0,0,0
2013,14145,Wyoming,121,35,86,39,82,3,4,7,9,10,13,2,3,11,25,13,28
2013,14150,Erie,7061,1373,5688,2440,4621,148,186,499,676,647,862,224,517,1572,2885,1796,3402
2013,14151,Erie,30,5,25,9,21,0,0,3,3,3,3,0,0,12,22,12,22
2013,14166,Chautauqua,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2013,14167,Wyoming,199,42,157,69,130,2,2,13,15,15,17,2,3,31,54,33,57
2013,14168,Cattaraugus,205,18,187,88,117,5,7,13,19,18,26,5,7,45,61,50,68
2013,14169,Erie,41,13,28,11,30,0,0,2,3,2,3,1,4,7,10,8,14
2013,14170,Erie,190,43,147,54,136,2,2,12,22,14,24,2,4,30,66,32,70
2013,14171,Cattaraugus,356,48,308,136,220,3,3,22,24,25,27,6,14,77,122,83,136
2013,14172,Niagara,479,77,402,161,318,8,11,34,42,42,53,13,20,87,115,100,135
2013,14173,Cattaraugus,152,23,129,48,104,1,3,10,10,11,13,3,8,34,60,37,68
2013,14174,Niagara,599,103,496,214,385,15,18,32,43,47,61,13,21,112,178,125,199
2013,14201,Erie,7205,1142,6063,2588,4617,185,261,593,812,778,1073,286,651,2227,4382,2513,5033
2013,14202,Erie,2988,661,2327,875,2113,139,199,291,450,430,649,192,787,821,2488,1013,3275
2013,14203,Erie,1476,442,1034,273,1203,75,103,170,304,245,407,117,362,464,1562,581,1924
2013,14204,Erie,5250,974,4276,1726,3524,134,170,452,610,586,780,256,569,1679,3462,1935,4031
2013,14205,Erie,153,25,128,41,112,2,2,15,27,17,29,7,30,44,121,51,151
2013,14206,Erie,7942,1154,6788,2941,5001,178,230,729,999,907,1229,246,621,2486,5216,2732,5837
2013,14207,Erie,15186,1567,13619,6113,9073,202,269,1379,1785,1581,2054,369,845,4587,8948,4956,9793
2013,14208,Erie,5447,852,4595,2028,3419,168,213,425,559,593,772,209,539,1746,3682,1955,4221
2013,14209,Erie,3021,731,2290,829,2192,91,128,262,411,353,539,128,266,889,1987,1017,2253
2013,14210,Erie,6745,904,5841,2550,4195,132,168,618,855,750,1023,209,453,2367,5066,2576,5519
2013,14211,Erie,14351,1614,12737,5730,8621,247,330,1356,1866,1603,2196,438,1008,5028,10342,5466,11350
2013,14212,Erie,6762,810,5952,2480,4282,137,175,684,927,821,1102,225,534,2137,4398,2362,4932
2013,14213,Erie,16571,1435,15136,6525,10046,215,262,1412,1859,1627,2121,318,714,4622,8812,4940,9526
2013,14214,Erie,5862,965,4897,1901,3961,148,201,461,664,609,865,247,583,1671,3646,1918,4229
2013,14215,Erie,21642,2408,19234,8965,12677,362,533,1767,2377,2129,2910,668,1600,7397,15314,8065,16914
2013,14216,Erie,5007,878,4129,1551,3456,103,135,438,616,541,751,166,367,1360,2957,1526,3324
2013,14217,Erie,4297,1047,3250,1246,3051,134,183,336,468,470,651,197,501,922,1904,1119,2405
2013,14218,Erie,7388,1082,6306,2794,4594,121,156,638,819,759,975,184,388,2304,4599,2488,4987
2013,14219,Erie,2129,365,1764,744,1385,42,52,161,214,203,266,54,132,528,1023,582,1155
2013,14220,Erie,6568,1030,5538,2422,4146,129,174,597,796,726,970,180,453,2060,4348,2240,4801
2013,14221,Erie,4554,1438,3116,1219,3335,153,186,218,308,371,494,170,332,606,1055,776,1387
2013,14222,Erie,1784,575,1209,218,1566,95,136,165,228,260,364,156,454,395,887,551,1341
2013,14223,Erie,3297,537,2760,1189,2108,55,67,279,347,334,414,79,194,705,1197,784,1391
2013,14224,Erie,4783,1315,3468,1349,3434,125,169,339,479,464,648,187,347,936,1863,1123,2210
2013,14225,Erie,7017,1213,5804,2553,4464,114,137,554,706,668,843,190,439,1780,3515,1970,3954
2013,14226,Erie,4337,690,3647,1542,2795,71,84,300,398,371,482,104,196,945,1819,1049,2015
2013,14227,Erie,3607,1075,2532,992,2615,132,174,265,367,397,541,212,493,776,1575,988,2068
2013,14228,Erie,3589,762,2827,1242,2347,96,116,230,275,326,391,100,192,697,1240,797,1432
2013,14231,Erie,401,275,126,16,385,27,37,9,24,36,61,76,163,51,130,127,293
2013,14233,Erie,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,1,2
