Year,Zip Code,County,Total Beneficiaries,Dual Eligible Beneficiaries,Non Dual Beneficiaries,Child Beneficiaries,Adult Beneficiaries,Dual Beneficiaries Admitted,Total Dual Admissions,Non Dual Beneficiaries Admitted,Total Non Dual Admissions,Total Beneficiaries Admitted,Total Admissions,Dual Beneficiaries ER ,Dual Beneficiaries ER Visits,Non Dual Beneficiaries ER,Non Dual Beneficiaries ER Visits,Total Beneficiaries ER,Total ER Visits
2012,13673,Jefferson,524,88,436,181,343,13,13,46,57,59,70,13,31,116,226,129,257
2012,13674,Jefferson,38,10,28,8,30,2,2,1,1,3,3,0,0,7,12,7,12
2012,13675,Jefferson,53,8,45,18,35,2,2,4,7,6,9,0,0,21,36,21,36
2012,13676,St Lawrence,2222,397,1825,712,1510,54,70,227,358,281,428,70,171,768,1884,838,2055
2012,13677,St Lawrence,25,5,20,8,17,2,2,3,4,5,6,2,4,5,14,7,18
2012,13678,St Lawrence,107,13,94,38,69,2,2,9,11,11,13,4,12,36,90,40,102
2012,13679,Jefferson,441,81,360,150,291,7,8,36,46,43,54,16,22,137,307,153,329
2012,13680,St Lawrence,294,36,258,109,185,2,2,16,21,18,23,8,8,85,157,93,165
2012,13681,St Lawrence,381,46,335,155,226,9,11,17,17,26,28,13,18,132,225,145,243
2012,13682,Jefferson,166,30,136,63,103,0,0,19,30,19,30,1,1,36,76,37,77
2012,13683,St Lawrence,72,11,61,27,45,3,3,11,18,14,21,3,4,20,47,23,51
2012,13684,St Lawrence,329,62,267,109,220,9,12,23,41,32,53,8,8,99,166,107,174
2012,13685,Jefferson,273,57,216,80,193,4,4,11,13,15,17,3,4,57,102,60,106
2012,13687,St Lawrence,76,17,59,20,56,1,1,7,9,8,10,1,1,19,30,20,31
2012,13690,St Lawrence,279,65,214,82,197,10,12,28,45,38,57,13,20,69,119,82,139
2012,13691,Jefferson,743,111,632,257,486,19,20,73,93,92,113,19,25,240,539,259,564
2012,13692,Jefferson,5,2,3,2,3,0,0,0,0,0,0,0,0,1,1,1,1
2012,13693,Jefferson,99,14,85,37,62,4,5,6,7,10,12,2,2,30,54,32,56
2012,13694,St Lawrence,301,80,221,90,211,11,17,21,26,32,43,9,19,69,142,78,161
2012,13695,St Lawrence,5,1,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2012,13696,St Lawrence,57,9,48,21,36,0,0,3,6,3,6,0,0,20,75,20,75
2012,13697,St Lawrence,612,96,516,219,393,11,17,49,68,60,85,16,40,214,494,230,534
2012,13699,St Lawrence,11,3,8,2,9,0,0,1,1,1,1,0,0,2,4,2,4
2012,13730,Chenango,772,149,623,258,514,14,19,49,66,63,85,20,32,217,473,237,505
2012,13731,Delaware,192,28,164,72,120,3,3,19,25,22,28,6,7,53,92,59,99
2012,13732,Tioga,1001,160,841,399,602,19,25,61,79,80,104,22,34,147,248,169,282
2012,13733,Chenango,1151,215,936,352,799,15,16,82,118,97,134,33,52,346,812,379,864
2012,13734,Tioga,520,67,453,192,328,11,12,51,62,62,74,2,2,72,193,74,195
2012,13736,Tioga,477,78,399,187,290,7,10,34,41,41,51,4,7,80,134,84,141
2012,13737,Broome,36,4,32,12,24,0,0,6,8,6,8,1,1,12,21,13,22
2012,13738,Cortland,51,11,40,14,37,4,6,2,3,6,9,2,2,15,24,17,26
2012,13739,Delaware,185,36,149,53,132,0,0,14,18,14,18,4,4,49,110,53,114
2012,13740,Delaware,90,10,80,31,59,0,0,5,7,5,7,1,1,32,47,33,48
2012,13743,Tioga,821,135,686,323,498,20,26,52,61,72,87,9,12,97,149,106,161
2012,13744,Broome,215,26,189,88,127,3,3,15,15,18,18,3,5,26,38,29,43
2012,13745,Broome,54,15,39,10,44,1,1,1,1,2,2,0,0,10,14,10,14
2012,13746,Broome,576,102,474,205,371,9,10,40,53,49,63,17,29,103,212,120,241
2012,13747,Otsego,24,6,18,1,23,2,2,4,6,6,8,1,2,10,39,11,41
2012,13748,Broome,787,156,631,257,530,21,28,59,74,80,102,24,45,157,307,181,352
2012,13749,Broome,10,5,5,1,9,1,1,0,0,1,1,0,0,2,2,2,2
2012,13750,Delaware,333,51,282,124,209,9,12,24,27,33,39,10,45,75,149,85,194
2012,13751,Delaware,77,16,61,23,54,1,1,6,6,7,7,5,18,17,23,22,41
2012,13752,Delaware,104,28,76,27,77,3,4,4,4,7,8,9,13,20,31,29,44
2012,13753,Delaware,839,184,655,223,616,30,35,63,80,93,115,32,63,253,599,285,662
2012,13754,Broome,953,164,789,372,581,21,28,61,83,82,111,26,43,175,277,201,320
2012,13755,Delaware,260,46,214,90,170,6,8,23,26,29,34,4,6,71,138,75,144
2012,13756,Delaware,138,28,110,48,90,3,3,5,7,8,10,4,6,40,65,44,71
2012,13757,Delaware,174,28,146,58,116,2,2,12,15,14,17,3,9,45,104,48,113
2012,13758,Chenango,13,6,7,2,11,0,0,1,1,1,1,2,3,3,11,5,14
2012,13760,Broome,9706,1613,8093,3384,6322,185,242,780,984,965,1226,294,673,1984,3765,2278,4438
2012,13761,Broome,86,20,66,24,62,2,2,4,6,6,8,5,27,17,39,22,66
2012,13762,Broome,10,4,6,2,8,1,1,1,1,2,2,0,0,2,2,2,2
2012,13763,Broome,8,5,3,1,7,0,0,0,0,0,0,1,1,1,2,2,3
2012,13774,Delaware,56,13,43,17,39,3,4,3,3,6,7,5,13,12,24,17,37
2012,13775,Delaware,263,52,211,78,185,7,10,15,24,22,34,12,38,63,129,75,167
2012,13776,Otsego,138,17,121,48,90,3,4,3,4,6,8,5,20,29,38,34,58
2012,13777,Broome,296,43,253,115,181,10,12,25,33,35,45,6,15,73,130,79,145
2012,13778,Chenango,1193,229,964,418,775,22,26,72,89,94,115,36,61,209,346,245,407
2012,13780,Chenango,192,38,154,57,135,2,2,9,19,11,21,5,6,44,88,49,94
2012,13782,Delaware,162,37,125,53,109,2,2,8,8,10,10,5,17,43,91,48,108
2012,13783,Delaware,683,125,558,260,423,17,21,62,81,79,102,23,32,134,247,157,279
2012,13784,Cortland,82,13,69,22,60,0,0,6,7,6,7,0,0,7,16,7,16
2012,13786,Delaware,57,8,49,15,42,0,0,6,7,6,7,2,4,16,29,18,33
2012,13787,Broome,1062,157,905,422,640,12,16,78,102,90,118,19,34,242,406,261,440
2012,13788,Delaware,260,51,209,95,165,2,2,31,38,33,40,10,17,81,167,91,184
2012,13790,Broome,5446,798,4648,1953,3493,88,102,464,636,552,738,174,410,1580,3580,1754,3990
2012,13794,Broome,19,3,16,7,12,0,0,1,5,1,5,0,0,5,11,5,11
2012,13795,Broome,884,144,740,312,572,17,20,80,101,97,121,24,49,232,468,256,517
2012,13796,Otsego,291,43,248,108,183,4,7,30,36,34,43,10,27,74,141,84,168
2012,13797,Broome,581,85,496,223,358,10,12,68,88,78,100,10,20,121,247,131,267
2012,13801,Chenango,426,70,356,151,275,9,10,32,36,41,46,10,16,75,148,85,164
2012,13802,Broome,157,23,134,46,111,2,2,8,8,10,10,1,1,32,53,33,54
2012,13803,Cortland,972,166,806,345,627,19,35,75,92,94,127,14,22,182,366,196,388
2012,13804,Delaware,104,20,84,37,67,3,3,11,11,14,14,1,1,37,76,38,77
2012,13806,Delaware,52,9,43,12,40,3,5,2,3,5,8,3,12,16,31,19,43
2012,13807,Otsego,239,47,192,68,171,8,11,22,32,30,43,11,26,63,104,74,130
2012,13808,Otsego,409,82,327,136,273,14,15,27,30,41,45,23,67,99,166,122,233
2012,13809,Chenango,403,65,338,130,273,4,4,21,23,25,27,5,12,120,247,125,259
2012,13810,Otsego,207,42,165,57,150,5,5,14,18,19,23,6,7,60,145,66,152
2012,13811,Tioga,922,139,783,369,553,18,20,75,104,93,124,16,25,158,328,174,353
2012,13812,Tioga,532,86,446,212,320,9,15,39,53,48,68,4,6,56,126,60,132
2012,13813,Broome,259,46,213,107,152,4,4,27,33,31,37,7,8,57,109,64,117
2012,13814,Chenango,56,18,38,14,42,1,1,2,2,3,3,1,1,13,26,14,27
2012,13815,Chenango,4482,981,3501,1475,3007,136,178,352,429,488,607,219,498,1398,3470,1617,3968
2012,13820,Otsego,3936,949,2987,1071,2865,140,183,304,429,444,612,226,567,1036,2244,1262,2811
2012,13825,Otsego,702,129,573,243,459,22,24,53,60,75,84,29,60,178,377,207,437
2012,13826,Broome,28,3,25,10,18,0,0,4,9,4,9,0,0,5,9,5,9
2012,13827,Tioga,2721,470,2251,1000,1721,61,84,217,273,278,357,39,63,313,514,352,577
2012,13830,Chenango,1274,302,972,415,859,28,30,77,94,105,124,47,80,314,667,361,747
2012,13832,Chenango,242,37,205,87,155,6,6,28,41,34,47,5,19,65,135,70,154
2012,13833,Broome,1060,187,873,360,700,22,27,60,81,82,108,31,68,219,418,250,486
2012,13834,Otsego,47,9,38,16,31,1,2,3,3,4,5,2,2,16,27,18,29
2012,13835,Tioga,382,59,323,141,241,8,11,24,26,32,37,6,10,78,119,84,129
2012,13837,Delaware,10,1,9,7,3,0,0,0,0,0,0,0,0,2,2,2,2
2012,13838,Delaware,1302,214,1088,460,842,25,32,101,145,126,177,44,134,464,1246,508,1380
2012,13839,Delaware,298,59,239,92,206,4,9,19,24,23,33,12,38,95,202,107,240
2012,13840,Tioga,8,1,7,4,4,0,0,0,0,0,0,0,0,1,1,1,1
2012,13841,Chenango,154,33,121,49,105,3,4,14,18,17,22,9,11,35,113,44,124
2012,13842,Delaware,193,19,174,28,165,3,5,32,47,35,52,4,9,53,110,57,119
2012,13843,Chenango,412,75,337,140,272,12,14,33,39,45,53,9,12,107,238,116,250
2012,13844,Chenango,232,41,191,87,145,4,4,11,12,15,16,10,20,75,161,85,181
2012,13845,Tioga,33,7,26,10,23,0,0,6,8,6,8,0,0,3,9,3,9
2012,13846,Delaware,71,12,59,30,41,2,3,5,7,7,10,1,2,16,29,17,31
2012,13847,Delaware,23,7,16,6,17,1,1,0,0,1,1,2,2,3,4,5,6
2012,13848,Broome,9,1,8,3,6,0,0,1,2,1,2,0,0,3,4,3,4
2012,13849,Otsego,1000,160,840,336,664,22,27,71,91,93,118,30,67,324,680,354,747
2012,13850,Broome,2492,475,2017,814,1678,67,82,179,221,246,303,72,136,361,618,433,754
2012,13851,Broome,37,9,28,6,31,0,0,2,4,2,4,1,1,5,16,6,17
2012,13856,Delaware,1855,363,1492,609,1246,50,62,149,182,199,244,66,126,586,1374,652,1500
2012,13859,Otsego,43,7,36,15,28,0,0,3,3,3,3,1,2,11,21,12,23
2012,13860,Delaware,39,10,29,11,28,2,2,5,5,7,7,1,1,8,19,9,20
2012,13861,Otsego,110,23,87,32,78,2,2,9,12,11,14,6,10,24,42,30,52
2012,13862,Broome,1114,190,924,429,685,22,32,97,126,119,158,19,41,223,394,242,435
2012,13863,Cortland,142,18,124,58,84,3,3,16,19,19,22,2,5,22,30,24,35
2012,13864,Tioga,231,39,192,86,145,2,2,22,24,24,26,1,1,33,52,34,53
2012,13865,Broome,1359,223,1136,510,849,19,20,126,170,145,190,36,74,254,448,290,522
2012,13901,Broome,6517,1184,5333,2099,4418,157,216,533,713,690,929,282,778,1757,3920,2039,4698
2012,13902,Broome,573,145,428,79,494,15,15,26,36,41,51,41,83,116,286,157,369
2012,13903,Broome,5356,814,4542,2006,3350,111,135,437,564,548,699,193,442,1561,3273,1754,3715
2012,13904,Broome,2823,452,2371,909,1914,57,63,236,323,293,386,83,190,734,1424,817,1614
2012,13905,Broome,9057,1718,7339,2831,6226,265,352,728,1007,993,1359,436,1521,2624,5998,3060,7519
2012,14001,Erie,1238,306,932,420,818,30,32,89,111,119,143,32,51,206,342,238,393
2012,14004,Erie,1325,306,1019,436,889,37,42,106,143,143,185,34,72,217,354,251,426
2012,14005,Genesee,254,42,212,94,160,6,6,19,23,25,29,7,7,61,115,68,122
2012,14006,Erie,1825,386,1439,607,1218,48,56,139,194,187,250,76,145,406,698,482,843
2012,14008,Niagara,268,29,239,104,164,4,5,28,38,32,43,8,13,56,108,64,121
2012,14009,Wyoming,1021,175,846,384,637,20,26,85,98,105,124,27,50,190,296,217,346
2012,14010,Erie,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,14011,Wyoming,943,154,789,322,621,18,25,57,67,75,92,16,37,214,411,230,448
2012,14012,Niagara,477,64,413,200,277,14,20,38,48,52,68,16,36,114,214,130,250
2012,14013,Genesee,370,50,320,163,207,11,13,43,61,54,74,12,27,95,155,107,182
2012,14020,Genesee,5464,1111,4353,1797,3667,162,231,479,698,641,929,182,401,1769,4375,1951,4776
2012,14021,Genesee,67,22,45,14,53,3,5,4,9,7,14,5,8,20,36,25,44
2012,14024,Wyoming,283,52,231,97,186,4,4,18,24,22,28,2,2,51,104,53,106
2012,14025,Erie,314,50,264,124,190,8,11,19,22,27,33,8,18,62,104,70,122
2012,14026,Erie,89,14,75,36,53,3,3,6,7,9,10,3,9,17,27,20,36
2012,14027,Erie,90,15,75,33,57,4,4,6,8,10,12,3,8,26,45,29,53
2012,14028,Niagara,191,19,172,77,114,3,4,8,10,11,14,3,3,49,110,52,113
2012,14029,Allegany,26,4,22,8,18,1,1,1,1,2,2,0,0,8,13,8,13
2012,14030,Erie,277,55,222,99,178,7,7,31,40,38,47,8,11,50,80,58,91
2012,14031,Erie,795,306,489,181,614,24,25,36,42,60,67,19,33,102,179,121,212
2012,14032,Erie,448,80,368,179,269,8,11,18,33,26,44,13,27,65,138,78,165
2012,14033,Erie,181,43,138,52,129,5,6,20,38,25,44,7,8,33,97,40,105
2012,14034,Erie,388,92,296,122,266,20,33,31,42,51,75,14,19,111,197,125,216
2012,14035,Erie,42,6,36,13,29,0,0,2,3,2,3,1,1,13,25,14,26
2012,14036,Genesee,582,121,461,187,395,11,15,40,51,51,66,16,22,122,232,138,254
2012,14037,Wyoming,134,30,104,43,91,2,2,14,18,16,20,0,0,19,33,19,33
2012,14038,Erie,3,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2012,14039,Wyoming,21,9,12,4,17,0,0,2,2,2,2,0,0,4,7,4,7
2012,14040,Genesee,250,44,206,78,172,7,7,23,30,30,37,2,2,55,82,57,84
2012,14041,Cattaraugus,94,14,80,45,49,1,2,9,9,10,11,3,3,31,83,34,86
2012,14042,Cattaraugus,1229,204,1025,469,760,26,33,127,165,153,198,36,84,313,597,349,681
2012,14043,Erie,3517,780,2737,1140,2377,91,105,267,349,358,454,109,220,815,1614,924,1834
2012,14047,Erie,956,246,710,288,668,30,36,68,103,98,139,39,67,159,296,198,363
2012,14048,Chautauqua,6021,1010,5011,2114,3907,122,160,515,716,637,876,109,192,2121,4752,2230,4944
2012,14051,Erie,975,236,739,279,696,28,32,49,62,77,94,26,49,146,240,172,289
2012,14052,Erie,1335,368,967,368,967,50,68,79,109,129,177,32,45,212,384,244,429
2012,14054,Genesee,197,28,169,84,113,2,2,20,20,22,22,2,2,62,141,64,143
2012,14055,Erie,192,47,145,55,137,4,5,11,19,15,24,10,13,36,65,46,78
2012,14056,Genesee,64,15,49,20,44,3,5,6,6,9,11,1,1,15,47,16,48
2012,14057,Erie,835,192,643,262,573,18,23,69,121,87,144,27,45,149,341,176,386
2012,14058,Genesee,346,47,299,156,190,7,14,32,40,39,54,8,11,90,185,98,196
2012,14059,Erie,680,198,482,193,487,17,19,33,43,50,62,26,44,105,202,131,246
2012,14060,Cattaraugus,112,18,94,41,71,5,5,16,21,21,26,5,18,36,77,41,95
2012,14061,Erie,75,16,59,25,50,1,2,9,9,10,11,4,6,17,24,21,30
2012,14062,Chautauqua,619,123,496,204,415,17,26,52,76,69,102,17,35,166,320,183,355
2012,14063,Chautauqua,1955,402,1553,631,1324,32,42,152,195,184,237,37,66,499,999,536,1065
2012,14065,Cattaraugus,333,54,279,135,198,3,4,30,35,33,39,11,14,74,114,85,128
2012,14066,Wyoming,161,26,135,55,106,2,2,14,15,16,17,0,0,44,91,44,91
2012,14067,Niagara,787,171,616,256,531,38,53,46,61,84,114,24,49,129,236,153,285
2012,14068,Erie,988,318,670,272,716,48,59,47,82,95,141,50,82,145,328,195,410
2012,14069,Erie,77,12,65,26,51,0,0,3,4,3,4,2,4,14,28,16,32
2012,14070,Cattaraugus,1312,295,1017,389,923,46,58,130,200,176,258,62,106,424,1028,486,1134
2012,14072,Erie,1805,376,1429,599,1206,41,56,117,157,158,213,46,79,322,544,368,623
2012,14075,Erie,4549,1240,3309,1356,3193,133,164,300,419,433,583,146,256,886,1612,1032,1868
2012,14080,Erie,555,91,464,211,344,8,11,42,62,50,73,10,31,121,227,131,258
2012,14081,Erie,762,141,621,263,499,25,31,52,65,77,96,30,50,186,339,216,389
2012,14082,Wyoming,66,10,56,28,38,1,1,8,8,9,9,1,2,8,10,9,12
2012,14083,Wyoming,22,4,18,9,13,1,2,1,1,2,3,0,0,1,1,1,1
2012,14085,Erie,494,83,411,164,330,4,4,47,76,51,80,7,10,86,172,93,182
2012,14086,Erie,2583,660,1923,769,1814,74,91,183,227,257,318,60,118,457,813,517,931
2012,14091,Erie,291,45,246,112,179,4,5,19,29,23,34,7,16,50,77,57,93
2012,14092,Niagara,1162,422,740,297,865,47,60,81,113,128,173,41,65,189,326,230,391
2012,14094,Niagara,10891,1714,9177,3863,7028,310,400,1015,1418,1325,1818,381,767,2989,5458,3370,6225
2012,14095,Niagara,263,84,179,46,217,20,27,28,67,48,94,38,108,66,292,104,400
2012,14098,Orleans,623,104,519,232,391,14,18,46,55,60,73,14,23,149,248,163,271
2012,14101,Cattaraugus,542,102,440,204,338,12,16,44,60,56,76,20,33,107,181,127,214
2012,14102,Erie,109,18,91,36,73,3,3,4,4,7,7,3,3,12,41,15,44
2012,14103,Orleans,3254,584,2670,1116,2138,78,108,274,354,352,462,93,159,894,1711,987,1870
2012,14105,Niagara,839,113,726,312,527,12,17,73,105,85,122,15,22,195,393,210,415
2012,14107,Niagara,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,14108,Niagara,1024,284,740,301,723,72,92,92,148,164,240,50,71,254,456,304,527
2012,14109,Niagara,6,2,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0
2012,14110,Erie,8,3,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0
2012,14111,Erie,557,86,471,225,332,16,19,36,45,52,64,11,30,112,226,123,256
2012,14112,Erie,18,3,15,4,14,0,0,1,1,1,1,0,0,4,8,4,8
2012,14113,Wyoming,118,19,99,47,71,1,1,8,8,9,9,2,2,19,32,21,34
2012,14120,Niagara,6722,1258,5464,2220,4502,168,220,555,750,723,970,199,403,1556,2985,1755,3388
2012,14125,Genesee,693,103,590,273,420,8,10,57,78,65,88,11,19,203,397,214,416
2012,14126,Niagara,173,19,154,63,110,4,6,14,18,18,24,8,10,47,71,55,81
2012,14127,Erie,1929,475,1454,612,1317,52,67,119,151,171,218,64,101,384,671,448,772
2012,14129,Cattaraugus,243,36,207,96,147,2,2,24,26,26,28,5,11,73,152,78,163
2012,14130,Wyoming,86,15,71,31,55,2,3,7,12,9,15,3,10,28,54,31,64
2012,14131,Niagara,944,185,759,307,637,51,75,80,120,131,195,47,93,213,437,260,530
2012,14132,Niagara,817,105,712,270,547,11,11,96,144,107,155,16,30,181,321,197,351
2012,14133,Cattaraugus,38,10,28,15,23,0,0,0,0,0,0,0,0,4,4,4,4
2012,14134,Erie,68,27,41,14,54,3,6,2,2,5,8,6,14,15,41,21,55
2012,14135,Chautauqua,54,15,39,14,40,2,3,7,12,9,15,2,5,12,22,14,27
2012,14136,Chautauqua,1208,192,1016,438,770,25,36,85,135,110,171,39,65,312,584,351,649
2012,14138,Cattaraugus,438,63,375,175,263,10,12,24,27,34,39,11,15,121,237,132,252
2012,14139,Erie,267,47,220,105,162,5,5,15,21,20,26,11,20,54,86,65,106
2012,14140,Erie,19,6,13,8,11,0,0,0,0,0,0,1,1,4,5,5,6
2012,14141,Erie,1392,296,1096,490,902,40,46,119,148,159,194,48,78,309,527,357,605
2012,14143,Genesee,187,45,142,55,132,7,10,15,24,22,34,6,22,53,109,59,131
2012,14144,Niagara,33,32,1,0,33,1,1,0,0,1,1,0,0,0,0,0,0
2012,14145,Wyoming,146,39,107,51,95,2,2,5,6,7,8,1,1,25,35,26,36
2012,14150,Erie,6801,1376,5425,2245,4556,183,237,541,700,724,937,212,419,1593,3119,1805,3538
2012,14151,Erie,27,7,20,8,19,0,0,1,1,1,1,1,2,5,14,6,16
2012,14166,Chautauqua,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,14167,Wyoming,206,43,163,76,130,1,1,15,26,16,27,4,4,45,85,49,89
2012,14168,Cattaraugus,188,21,167,74,114,3,6,14,19,17,25,8,22,36,76,44,98
2012,14169,Erie,41,14,27,11,30,2,2,1,1,3,3,2,6,5,5,7,11
2012,14170,Erie,180,41,139,52,128,0,0,21,27,21,27,2,2,37,69,39,71
2012,14171,Cattaraugus,350,44,306,130,220,7,9,25,32,32,41,8,16,68,112,76,128
2012,14172,Niagara,455,77,378,159,296,10,13,32,39,42,52,10,21,92,143,102,164
2012,14173,Cattaraugus,154,22,132,51,103,4,5,14,14,18,19,6,19,36,49,42,68
2012,14174,Niagara,559,91,468,203,356,14,18,42,69,56,87,17,26,119,199,136,225
2012,14201,Erie,7209,1133,6076,2565,4644,204,264,640,905,844,1169,280,627,2395,5027,2675,5654
2012,14202,Erie,2943,645,2298,889,2054,140,210,302,518,442,728,201,746,845,2633,1046,3379
2012,14203,Erie,1450,416,1034,283,1167,89,124,182,362,271,486,104,280,480,1644,584,1924
2012,14204,Erie,5052,961,4091,1633,3419,162,217,459,676,621,893,239,587,1678,3714,1917,4301
2012,14205,Erie,171,30,141,55,116,7,10,22,25,29,35,7,15,73,147,80,162
2012,14206,Erie,7518,1124,6394,2727,4791,176,223,724,1012,900,1235,237,544,2451,5093,2688,5637
2012,14207,Erie,14357,1549,12808,5756,8601,223,317,1347,1835,1570,2152,360,801,4667,9410,5027,10211
2012,14208,Erie,5131,827,4304,1874,3257,126,157,416,614,542,771,210,460,1696,3541,1906,4001
2012,14209,Erie,2917,758,2159,796,2121,111,144,258,383,369,527,141,297,832,1867,973,2164
2012,14210,Erie,6538,894,5644,2468,4070,127,159,629,864,756,1023,200,439,2354,5314,2554,5753
2012,14211,Erie,13985,1602,12383,5535,8450,222,314,1284,1759,1506,2073,424,981,5048,11042,5472,12023
2012,14212,Erie,6267,782,5485,2215,4052,123,164,584,798,707,962,205,453,2086,4567,2291,5020
2012,14213,Erie,16343,1398,14945,6518,9825,207,269,1533,2059,1740,2328,325,720,4992,10205,5317,10925
2012,14214,Erie,5689,1002,4687,1787,3902,154,201,498,759,652,960,261,596,1812,4039,2073,4635
2012,14215,Erie,20810,2261,18549,8700,12110,345,477,1913,2628,2258,3105,655,1463,7714,16319,8369,17782
2012,14216,Erie,4783,865,3918,1474,3309,120,147,384,572,504,719,149,313,1376,2786,1525,3099
2012,14217,Erie,3961,1013,2948,1120,2841,144,181,300,450,444,631,180,368,890,1902,1070,2270
2012,14218,Erie,7078,1066,6012,2677,4401,128,177,676,893,804,1070,201,382,2247,4720,2448,5102
2012,14219,Erie,2111,371,1740,754,1357,34,41,163,218,197,259,52,106,526,922,578,1028
2012,14220,Erie,6356,960,5396,2401,3955,130,165,657,847,787,1012,169,402,2082,4799,2251,5201
2012,14221,Erie,4318,1433,2885,1131,3187,173,198,224,343,397,541,147,257,562,1038,709,1295
2012,14222,Erie,1803,563,1240,232,1571,105,158,187,326,292,484,140,388,443,1108,583,1496
2012,14223,Erie,3153,544,2609,1110,2043,58,68,224,295,282,363,85,166,664,1220,749,1386
2012,14224,Erie,4599,1298,3301,1252,3347,151,182,300,410,451,592,202,407,944,1953,1146,2360
2012,14225,Erie,6612,1197,5415,2324,4288,125,144,540,663,665,807,210,461,1758,3689,1968,4150
2012,14226,Erie,3903,656,3247,1372,2531,61,67,290,366,351,433,91,171,872,1719,963,1890
2012,14227,Erie,3517,1061,2456,959,2558,160,206,266,386,426,592,201,399,793,1695,994,2094
2012,14228,Erie,3461,727,2734,1195,2266,114,152,236,294,350,446,120,229,633,1099,753,1328
2012,14231,Erie,377,253,124,18,359,33,43,14,19,47,62,59,100,52,123,111,223
2012,14240,Erie,243,47,196,93,150,4,7,22,34,26,41,12,19,79,153,91,172
2012,14260,Erie,5,1,4,0,5,0,0,0,0,0,0,0,0,1,1,1,1
2012,14261,Erie,30,0,30,0,30,0,0,0,0,0,0,0,0,2,3,2,3
2012,14263,Erie,3,1,2,1,2,1,5,0,0,1,5,0,0,1,3,1,3
2012,14267,Erie,15,0,15,11,4,0,0,0,0,0,0,0,0,5,9,5,9
2012,14272,Erie,1,1,0,0,1,1,2,0,0,1,2,1,1,0,0,1,1
2012,14301,Niagara,6505,1108,5397,2124,4381,220,318,637,961,857,1279,374,942,2308,5441,2682,6383
2012,14302,Niagara,306,156,150,55,251,26,31,24,33,50,64,24,46,61,139,85,185
2012,14303,Niagara,3112,382,2730,1118,1994,67,89,356,505,423,594,115,313,1150,2484,1265,2797
2012,14304,Niagara,6083,1236,4847,1840,4243,156,198,488,653,644,851,223,384,1475,2714,1698,3098
2012,14305,Niagara,7155,926,6229,2748,4407,160,221,668,963,828,1184,280,668,2478,4910,2758,5578
2012,14410,Monroe,3,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2012,14411,Orleans,3593,640,2953,1271,2322,94,131,265,349,359,480,131,241,924,1779,1055,2020
2012,14413,Wayne,90,19,71,33,57,4,4,9,9,13,13,3,3,18,30,21,33
2012,14414,Livingston,976,176,800,310,666,13,17,72,97,85,114,18,28,191,347,209,375
2012,14415,Yates,35,2,33,13,22,0,0,4,4,4,4,0,0,16,28,16,28
2012,14416,Genesee,460,86,374,165,295,8,10,34,52,42,62,13,22,128,245,141,267
2012,14418,Yates,251,55,196,82,169,3,3,20,24,23,27,5,7,62,104,67,111
2012,14420,Monroe,2695,514,2181,944,1751,58,78,206,271,264,349,138,311,694,1674,832,1985
2012,14422,Genesee,324,44,280,123,201,4,4,23,28,27,32,8,24,95,208,103,232
2012,14423,Livingston,627,97,530,224,403,16,21,33,41,49,62,12,20,133,231,145,251
2012,14424,Ontario,4946,1047,3899,1548,3398,154,230,394,513,548,743,274,668,1195,2656,1469,3324
2012,14425,Ontario,1624,222,1402,622,1002,27,35,127,160,154,195,44,104,356,610,400,714
2012,14427,Wyoming,397,79,318,137,260,8,8,37,43,45,51,4,10,98,165,102,175
2012,14428,Monroe,797,120,677,278,519,19,28,55,93,74,121,20,44,151,289,171,333
2012,14429,Orleans,10,4,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0
2012,14430,Monroe,49,7,42,16,33,3,3,10,11,13,14,2,12,18,66,20,78
2012,14432,Ontario,1034,209,825,368,666,29,44,97,156,126,200,47,149,272,615,319,764
2012,14433,Wayne,1043,166,877,417,626,27,36,100,138,127,174,23,57,279,497,302,554
2012,14435,Livingston,427,53,374,155,272,11,16,30,37,41,53,8,17,108,208,116,225
2012,14437,Livingston,2403,370,2033,817,1586,56,79,181,230,237,309,87,225,651,1411,738,1636
2012,14441,Yates,88,12,76,36,52,1,1,6,8,7,9,1,1,27,54,28,55
2012,14443,Ontario,6,1,5,1,5,0,0,1,1,1,1,0,0,0,0,0,0
2012,14445,Monroe,2009,469,1540,639,1370,54,67,151,202,205,269,76,137,382,794,458,931
2012,14449,Wayne,56,16,40,17,39,4,4,4,8,8,12,1,1,13,32,14,33
2012,14450,Monroe,3658,888,2770,1203,2455,99,126,205,274,304,400,112,228,493,969,605,1197
2012,14452,Orleans,8,2,6,0,8,1,1,1,4,2,5,1,3,3,7,4,10
2012,14453,Ontario,11,2,9,6,5,0,0,0,0,0,0,0,0,0,0,0,0
2012,14454,Livingston,1148,166,982,371,777,13,18,83,108,96,126,20,31,315,661,335,692
